City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
66,broken hill,0,AU,1573146829,59,-31.97,141.45,60.8,16.11
67,manaure,75,CO,1573146829,55,11.78,-72.45,91.4,17.36
68,tasiilaq,75,GL,1573146829,74,65.61,-37.64,30.2,31.09
69,masallatah,5,LY,1573146829,68,32.62,14.0,62.8,11.68
70,manta,100,RO,1573146829,92,45.1,24.1,52.72,3.91
71,tilichiki,100,RU,1573146830,80,60.47,166.1,25.7,5.95
72,noshiro,100,JP,1573146830,68,40.21,140.05,43.75,17.11
73,cayenne,40,GF,1573146830,62,4.94,-52.33,89.6,4.7
74,nome,40,US,1573146830,78,30.04,-94.42,78.8,4.97
75,belen,90,US,1573146831,87,34.66,-106.78,48.99,8.05
76,la rioja,0,AR,1573146831,26,-29.41,-66.86,78.66,10.58
77,airai,2,TL,1573146831,77,-8.93,125.41,65.17,3.36
78,coronado,40,PA,1573146831,70,8.53,-79.9,88.0,5.82
79,souillac,90,FR,1573146831,87,45.6,-0.6,48.2,9.17
80,bikin,47,RU,1573146832,43,46.82,134.25,15.82,8.05
81,cape town,20,ZA,1573146707,55,-33.93,18.42,64.99,11.41
82,dayong,6,CN,1573146833,64,25.02,118.29,69.8,11.18
83,kawhia,64,NZ,1573146834,90,-38.07,174.82,57.0,2.8
84,wageningen,40,NL,1573146834,87,51.98,5.66,48.2,10.29
85,anadyr,19,RU,1573146834,85,64.73,177.51,15.8,13.42
86,terrace bay,90,CA,1573146834,72,48.78,-87.1,15.8,10.29
87,tohana,83,IN,1573146834,54,29.71,75.9,70.83,10.54
88,port alfred,26,ZA,1573146835,74,-33.59,26.89,64.99,8.99
89,hanzhong,50,CN,1573146835,75,33.08,107.03,52.18,1.01
90,vardo,90,US,1573146835,66,39.62,-77.74,61.0,4.47
91,santa marta,75,CO,1573146835,66,11.24,-74.21,89.6,5.82
92,belle fourche,48,US,1573146835,47,44.67,-103.85,36.0,8.05
93,provideniya,1,RU,1573146836,84,64.42,-173.23,19.94,14.18
94,kalaleh,0,IR,1573146836,71,37.38,55.49,51.8,4.7
95,flinders,2,AU,1573146836,32,-34.58,150.85,68.0,9.17
96,bacolod,61,PH,1573146836,88,10.68,122.95,73.72,5.59
97,east london,20,ZA,1573146837,63,-33.02,27.91,64.4,19.46
98,iwaki,32,JP,1573146837,51,37.05,140.89,55.0,5.01
99,vila do maio,20,CV,1573146837,51,15.13,-23.22,84.2,20.8
100,severo-kurilsk,100,RU,1573146837,95,50.68,156.12,37.08,23.76
101,mar del plata,17,AR,1573146750,23,-46.43,-67.52,61.21,20.74
102,narsaq,75,GL,1573146838,26,60.91,-46.05,42.8,31.09
103,henties bay,0,NA,1573146838,63,-22.12,14.28,61.74,4.47
104,kapaa,1,US,1573146838,94,22.08,-159.32,69.8,5.82
105,asosa,85,ET,1573146838,86,10.07,34.53,66.43,5.1
106,castro,74,CL,1573146839,49,-42.48,-73.76,53.67,5.5
107,kachug,93,RU,1573146839,91,53.96,105.89,23.79,2.8
108,port lincoln,71,AU,1573146839,69,-34.72,135.86,53.91,21.45
109,saint-leu,75,RE,1573146839,65,-21.15,55.28,77.0,3.36
110,upernavik,12,GL,1573146839,67,72.79,-56.15,11.14,5.12
111,grand gaube,40,MU,1573146839,78,-20.01,57.66,75.2,10.29
112,oranjemund,16,ZA,1573146840,67,-28.55,16.43,58.84,23.51
113,dikson,11,RU,1573146840,96,73.51,80.55,-11.78,14.56
114,kapit,85,MY,1573146840,99,2.02,112.94,71.26,0.96
115,eucaliptus,40,BO,1573146840,37,-17.6,-67.51,66.2,8.05
116,quatre cocos,40,MU,1573146840,78,-20.21,57.76,75.2,10.29
117,ayagoz,82,KZ,1573146840,92,47.96,80.43,28.54,19.3
118,qasigiannguit,20,GL,1573146841,38,68.82,-51.19,24.8,5.82
119,chokurdakh,100,RU,1573146841,95,70.62,147.9,7.59,7.92
120,chuy,0,UY,1573146841,53,-33.69,-53.46,74.35,2.46
121,acari,41,BR,1573146841,27,-6.44,-36.64,91.94,21.16
122,puerto ayora,40,EC,1573146841,61,-0.74,-90.35,78.8,18.34
123,lavrentiya,4,RU,1573146842,78,65.58,-170.99,27.72,18.63
124,sabla,22,NG,1573146842,17,12.75,4.71,88.56,6.85
125,ust-omchug,100,RU,1573146842,94,61.13,149.63,10.63,4.76
126,iqaluit,20,CA,1573146842,71,63.75,-68.52,8.6,18.34
127,geraldton,90,CA,1573146843,78,49.72,-86.95,10.4,8.05
128,mirpur khas,0,PK,1573146843,14,25.53,69.01,73.6,7.11
129,kirakira,100,SB,1573146843,79,-10.46,161.92,76.69,3.2
130,novikovo,100,RU,1573146843,72,51.15,37.89,52.61,6.71
131,nemuro,63,JP,1573146844,67,43.32,145.57,37.69,31.85
132,grindavik,75,IS,1573146844,93,63.84,-22.43,39.2,12.75
133,nikolskoye,90,RU,1573146844,85,59.7,30.79,28.0,13.42
134,yellowknife,90,CA,1573146844,85,62.45,-114.38,19.4,8.05
135,kropotkin,79,RU,1573146844,40,45.43,40.58,61.93,5.91
136,ayorou,0,NE,1573146845,12,14.73,0.92,93.56,5.17
137,kaitangata,73,NZ,1573146845,77,-46.28,169.85,55.0,8.01
138,trelleborg,75,SE,1573146845,93,55.38,13.15,46.4,5.82
139,tombouctou,0,ML,1573146846,13,16.77,-3.01,90.75,5.61
140,college,90,US,1573146846,100,64.86,-147.8,24.8,4.88
141,russell,1,US,1573146846,50,38.9,-98.86,30.99,6.93
142,khatanga,0,RU,1573146846,85,71.98,102.47,-10.74,10.33
143,empangeni,92,ZA,1573146847,77,-28.75,31.9,71.31,13.82
144,katherine,4,AU,1573146847,66,-14.47,132.26,84.2,11.41
145,nanortalik,100,GL,1573146847,71,60.14,-45.24,33.6,30.53
146,senanga,80,ZM,1573146847,44,-16.1,23.3,79.27,6.96
147,dali,0,CN,1573146848,64,34.79,109.94,51.1,12.71
148,san patricio,68,PY,1573146849,61,-26.98,-56.83,86.04,7.74
149,luderitz,0,NA,1573146849,74,-26.65,15.16,59.04,35.34
150,monchegorsk,100,RU,1573146849,94,67.94,32.93,16.57,2.48
151,daru,100,PG,1573146849,91,-9.07,143.21,75.92,4.72
152,leh,100,IN,1573146849,93,34.16,77.58,19.09,1.95
153,port macquarie,75,AU,1573146784,87,-31.43,152.91,57.2,9.06
154,atar,0,MR,1573146850,19,20.52,-13.05,80.2,9.26
155,amga,100,RU,1573146850,95,60.89,131.98,-8.13,4.16
156,halifax,75,CA,1573146814,70,44.65,-63.58,51.01,18.34
157,opuwo,100,NA,1573146850,28,-18.06,13.84,78.17,14.81
158,lasa,0,CY,1573146850,64,34.92,32.53,75.2,4.7
159,kahului,40,US,1573146731,82,20.89,-156.47,75.2,7.81
160,pisco,90,PE,1573146851,30,-13.71,-76.2,71.6,9.17
161,port hardy,90,CA,1573146851,87,50.7,-127.42,48.2,6.93
162,granadilla de abona,90,ES,1573146851,82,28.12,-16.58,75.2,4.7
163,caliling,58,PH,1573146852,76,9.98,122.48,80.76,12.82
164,lalupon,40,NG,1573146852,59,7.47,4.07,89.6,5.82
165,labuhan,17,ID,1573146852,80,-2.54,115.51,74.71,1.41
166,mumford,54,GH,1573146853,88,5.26,-0.76,77.95,5.64
167,levashi,0,RU,1573146854,100,42.43,47.32,50.0,6.71
168,fairbanks,90,US,1573146589,100,64.84,-147.72,24.8,5.86
169,almaty,40,KZ,1573146854,92,43.24,76.95,30.2,2.24
170,whitley bay,75,GB,1573146855,93,55.04,-1.44,48.0,18.34
171,general roca,86,AR,1573146855,28,-39.03,-67.58,69.8,9.17
172,bogorodskoye,89,RU,1573146855,94,52.37,140.44,14.63,2.68
173,bereda,40,ES,1573146855,81,43.27,-7.54,51.01,11.41
174,farsund,62,NO,1573146855,62,58.09,6.8,36.0,10.0
175,kailua,75,US,1573146855,88,21.39,-157.74,75.99,12.75
176,lebedinyy,71,RU,1573146856,88,58.52,125.52,-14.93,3.24
177,vila franca do campo,75,PT,1573146856,77,37.72,-25.43,66.99,5.82
178,longyearbyen,96,NO,1573146856,66,78.22,15.63,14.0,2.24
179,aksu,100,KZ,1573146856,59,52.04,76.93,37.4,13.42
180,state college,90,US,1573146828,100,40.79,-77.86,46.99,3.09
181,mount gambier,75,AU,1573146857,87,-37.83,140.78,48.2,19.46
182,buala,93,SB,1573146857,78,-8.15,159.59,79.9,1.81
183,bilma,0,NE,1573146857,13,18.69,12.92,82.08,6.78
184,kodiak,1,US,1573146857,42,39.95,-94.76,30.0,12.75
185,mount isa,10,AU,1573146857,14,-20.73,139.49,62.6,4.7
186,guerrero negro,100,MX,1573146578,53,27.97,-114.04,72.07,2.44
187,puerto escondido,5,MX,1573146858,62,15.86,-97.07,86.0,9.17
188,marawi,69,PH,1573146858,87,8.0,124.29,77.0,4.0
189,antofagasta,26,CL,1573146858,60,-23.65,-70.4,68.0,10.92
190,qeshm,0,IR,1573146858,73,26.96,56.27,75.2,4.7
191,rawson,0,AR,1573146859,57,-43.3,-65.11,50.67,13.69
192,navirai,100,BR,1573146859,73,-23.07,-54.19,84.52,3.71
193,yankton,1,US,1573146859,67,42.87,-97.4,24.01,8.05
194,svobodnyy,100,RU,1573146859,77,53.85,40.53,42.01,4.12
195,chandler,40,US,1573146722,40,33.31,-111.84,78.01,5.46
196,khorixas,30,NA,1573146860,14,-20.37,14.96,78.44,19.39
197,torbay,75,CA,1573146860,52,47.66,-52.73,44.01,29.97
198,lorengau,100,PG,1573146860,76,-2.02,147.27,83.1,13.15
199,te anau,54,NZ,1573146860,78,-45.41,167.72,47.39,13.02
200,dawei,42,MM,1573146861,72,14.07,98.19,82.67,11.12
201,ust-maya,100,RU,1573146861,97,60.42,134.54,-6.63,3.15
202,khorinsk,90,RU,1573146861,87,52.16,109.78,25.99,5.61
203,verkhnyaya inta,97,RU,1573146861,97,65.99,60.32,5.02,5.06
204,walvis bay,0,NA,1573146861,62,-22.95,14.51,63.77,17.34
205,sitka,24,US,1573146862,69,37.17,-99.65,30.99,7.0
206,lakes entrance,100,AU,1573146862,95,-37.88,147.99,59.0,19.86
207,asuncion,75,PY,1573146808,78,-25.3,-57.63,80.6,10.29
208,dogondoutchi,1,NE,1573146862,13,13.64,4.03,92.08,5.23
209,hualmay,9,PE,1573146862,54,-11.1,-77.61,72.93,9.73
210,uglich,90,RU,1573146862,91,57.53,38.32,22.91,4.9
211,burnie,100,AU,1573146863,99,-41.05,145.91,44.01,8.99
212,sisimiut,69,GL,1573146863,56,66.94,-53.67,18.64,7.05
213,richards bay,92,ZA,1573146863,77,-28.77,32.06,71.31,13.82
214,zhaotong,100,CN,1573146863,94,27.34,103.71,46.13,3.18
215,natal,40,BR,1573146829,58,-5.81,-35.21,86.0,20.8
216,matara,99,BI,1573146863,87,-3.48,29.48,60.37,4.85
217,abu samrah,0,SY,1573146864,44,35.3,37.18,67.71,6.78
218,luanda,40,AO,1573146864,74,-8.83,13.24,82.4,12.75
219,xai-xai,0,MZ,1573146864,47,-25.04,33.64,80.47,2.19
220,ilulissat,20,GL,1573146669,45,69.22,-51.1,24.8,3.36
221,turayf,0,SA,1573146864,55,31.68,38.65,66.2,13.87
222,baykalsk,1,RU,1573146864,74,51.52,104.15,30.72,2.71
223,havoysund,90,NO,1573146865,92,71.0,24.66,28.4,3.36
224,craigieburn,40,AU,1573146865,71,-37.6,144.94,55.0,8.05
225,jiamusi,100,CN,1573146865,32,46.81,130.37,23.59,6.69
226,beidao,24,CN,1573146865,82,34.57,105.89,43.9,2.82
227,kendal,0,ID,1573146866,81,-6.92,110.2,74.21,3.29
228,puerto quijarro,75,BO,1573146866,59,-19.0,-57.72,91.4,6.93
229,victoria point,0,AU,1573146866,68,-27.58,153.3,64.99,5.82
230,bethel,90,US,1573146631,92,60.79,-161.76,32.0,12.75
231,hovin,40,NO,1573146866,73,63.11,10.22,26.6,5.82
232,tautira,20,PF,1573146867,69,-17.73,-149.15,82.4,20.2
233,ambilobe,90,MG,1573146867,61,-13.19,49.05,80.92,14.99
234,portland,90,US,1573146748,70,43.66,-70.25,48.99,5.82
235,mahebourg,40,MU,1573146867,78,-20.41,57.7,75.2,10.29
236,thompson,20,CA,1573146868,78,55.74,-97.86,8.6,8.05
